1,八拜之交,指結拜為異姓兄弟姊妹的朋友,ㄅㄚ　ㄅㄞˋ　ㄓ　ㄐㄧㄠ,
382,蕙質蘭心,比喻女子芳潔的心地、高雅的品德,ㄏㄨㄟˋ　ㄓˊ　ㄌㄢˊ　ㄒㄧㄣ,
383,魂不附體,形容驚嚇過度而心不能自主,ㄏㄨㄣˊ　ㄅㄨˊ　ㄈㄨˋ　ㄊㄧˇ,
384,黃粱一夢,榮華富貴如夢般短暫虛幻，且終歸泡影,ㄏㄨㄤˊ　ㄌㄧㄤˊ　ㄧˊㄇㄥˋ,
385,恍然大悟,猛然醒悟過來,ㄏㄨㄤˇ　ㄖㄢˊ　ㄉㄚˋ　ㄨˋ,
386,積勞成疾,因長期過度勞累而生病,ㄐㄧ　ㄌㄠˊ　ㄔㄥˊ　ㄐㄧˊ,
387,雞毛蒜皮,比喻沒價值的東西或不重要的小事,ㄐㄧ　ㄇㄠˊ　ㄙㄨㄢˋ　ㄆㄧˊ,
388,雞鳴狗盜,形容卑劣低下的人或事,ㄐㄧ　ㄇㄧㄥˊ　ㄍㄡˇ　ㄉㄠˋ,
389,雞飛狗跳,比喻因驚擾引來的混亂,ㄐㄧ　ㄈㄟ　ㄍㄡˇ　ㄊㄧㄠˋ,
390,急功近利,指急於求得成效，貪求眼前利益,ㄐㄧˊ　ㄍㄨㄥ　ㄐㄧㄣˋ　ㄌㄧˋ,
391,疾言厲色,形容人發怒的樣子,ㄐㄧˊ　ㄧㄢˊ　ㄌㄧˋ　ㄙㄜˋ,
392,集思廣益,廣泛吸收有益的意見,ㄐㄧˊ　ㄙ　ㄍㄨㄤˇ　ㄧˋ,
393,寄人籬下,作品因襲循守舊，不能自創一格,ㄐㄧˋ　ㄖㄣˊ　ㄌㄧˊ　ㄒㄧㄚˋ,
394,繼往開來,承續先人的事業，為後人開拓道路,ㄐㄧˋ　ㄨㄤˇ　ㄎㄞ　ㄌㄞˊ,
395,家無長物,比喻節儉或貧困,ㄐㄧㄚ　ㄨˊ　ㄓㄤˋ　ㄨˋ,
396,家喻戶曉,家家戶戶都知曉，形容名聲傳播極廣,ㄐㄧㄚ　ㄩˋ　ㄏㄨˋ　ㄒㄧㄠˇ,
397,孑然一身,形容孤獨一個人,ㄐㄧㄝˊ　ㄖㄢˊ　ㄧˋ　ㄕㄣ,
398,借花獻佛,比喻借用他人的東西來作人情,ㄐㄧㄝˋ　ㄏㄨㄚ　ㄒㄧㄢˋ　ㄈㄛˊ,
399,交頭接耳,湊近頭耳，形容低聲私語,ㄐㄧㄠ　ㄊㄡˊ　ㄐㄧㄝ　ㄦˇ,
400,教學相長,教與學互相增長,ㄐㄧㄠˋ　ㄒㄩㄝˊ　ㄒㄧㄤ　ㄓㄤˇ,
401,焦頭爛額,做事陷入十分狼狽窘迫的困境或犧牲慘重,ㄐㄧㄠ　ㄊㄡˊ　ㄌㄢˋ　ㄜˊ,
402,狡兔三窟,比喻有多處藏身的地方或多種避禍的準備,ㄐㄧㄠˇ　ㄊㄨˋ　ㄙㄢ　ㄎㄨ,
403,堅忍不拔,形容意志堅定，不可動搖,ㄐㄧㄢ　ㄖㄣˇ　ㄅㄨˋ　ㄅㄚˊ,
404,漸入佳境,比喻境況逐漸進展至美好的境界,ㄐㄧㄢˋ　ㄖㄨˋ　ㄐㄧㄚ　ㄐㄧㄥˋ,
405,金蟬脫殼,比喻利用假象藉以脫身,ㄐㄧㄣ　ㄔㄢˊ　ㄊㄨㄛ　ㄎㄜˊ,
406,金字招牌,比喻商店資金雄厚，信譽卓著,ㄐㄧㄣ　ㄗˋ　ㄓㄠ　ㄆㄞˊ,
407,盡善盡美,形容事物的完善美滿已達極限,ㄐㄧㄣˋ　ㄕㄢˋ　ㄐㄧㄣˋ　ㄇㄟˇ,
408,經年累月,經過很長的時間,ㄐㄧㄥ　ㄋㄧㄢˊ　ㄌㄟˇ　ㄩㄝˋ,
409,精益求精,指好還要更好的意思,ㄐㄧㄥ　ㄧˋ　ㄑㄧㄡˊ　ㄐㄧㄥ,
410,舉棋不定,比喻做事猶豫不決，拿不定主意,ㄐㄩˇ　ㄑㄧˊ　ㄅㄨˊ　ㄉㄧㄥˋ,
411,聚沙成塔,比喻積少成多,ㄐㄩˋ　ㄕㄚ　ㄔㄥˊ　ㄊㄚˇ,
412,居安思危,處於安樂時，要想到危險可能會隨時出現,ㄐㄩ　ㄢ　ㄙ　ㄨㄟˊ,
413,泣不成聲,哭得發不出聲音形容十分悲傷,ㄑㄧˋ　ㄅㄨˋ　ㄔㄥˊ　ㄕㄥ,
414,氣急敗壞,形容十分慌張的樣子,ㄑㄧˋ　ㄐㄧˊ　ㄅㄞˋ　ㄏㄨㄞˋ,
415,氣象萬千,形容景象千變萬化，極為壯觀,ㄑㄧˋ　ㄒㄧㄤˋ　ㄨㄢˋ　ㄑㄧㄢ,
416,鍥而不捨,比喻堅持到底，奮勉不懈,ㄑㄧㄝˋ　ㄦˊ　ㄅㄨˋ　ㄕㄜˇ,
417,巧言令色,形容人矯情虛偽,ㄑㄧㄠˇ　ㄧㄢˊ　ㄌㄧㄥˋ　ㄙㄜˋ,
418,青梅竹馬,比喻從小就相識的同伴,ㄑㄧㄥ　ㄇㄟˊ　ㄓㄨˊ　ㄇㄚˇ,
419,清風亮節,形容人的品格高尚，氣節堅貞,ㄑㄧㄥ　ㄈㄥ　ㄌㄧㄤˋ　ㄐㄧㄝˊ,
420,全神貫注,將心思精神完全集中於某事物上,ㄑㄩㄢˊ　ㄕㄣˊ　ㄍㄨㄢˋ　ㄓㄨˋ,
421,拳打腳踢,形容毆打得極為凶暴,ㄑㄩㄢˊ　ㄉㄚˇ　ㄐㄧㄠˇ　ㄊㄧ,
422,群龍無首,比喻一群人中缺乏領導者,ㄑㄩㄣˊ　ㄌㄨㄥˊ　ㄨˊ　ㄕㄡˇ,
423,群策群力,聚合眾人的智慧和能力,ㄑㄩㄣˊ　ㄘㄜˋ　ㄑㄩㄣˊ　ㄌㄧˋ,
424,息事寧人,指平息紛爭，以使彼此相安,ㄒㄧˊ　ㄕˋ　ㄋㄧㄥˊ　ㄖㄣˊ,
425,喜上眉梢,喜悅之情流露於眉宇之間,ㄒㄧˇ　ㄕㄤˋ　ㄇㄟˊ　ㄕㄠ,
426,血氣方剛,泛指年輕人精力正當旺盛，易於衝動,ㄒㄧㄝˇ　ㄑㄧˋ　ㄈㄤ　ㄍㄤ,
427,小題大作,將小事當成大事來處理或誇張渲染,ㄒㄧㄠˇ　ㄊㄧˊ　ㄉㄚˋ　ㄗㄨㄛˋ,
428,秀色可餐,形容女子的姿色非常秀美,ㄒㄧㄡˋ　ㄙㄜˋ　ㄎㄜˇ　ㄘㄢ,
429,先發制人,先下手取得先機，才能制伏對方,ㄒㄧㄢ　ㄈㄚ　ㄓˋ　ㄖㄣˊ,
430,先禮後兵,先以禮節相待，再以強硬手段相抗,ㄒㄧㄢ　ㄌㄧˇ　ㄏㄡˋ　ㄅㄧㄥ,
431,險象環生,危險的狀況頻頻出現,ㄒㄧㄢˇ　ㄒㄧㄤˋ　ㄏㄨㄢˊ　ㄕㄥ,
432,心曠神怡,心情開朗，精神愉悅,ㄒㄧㄣ　ㄎㄨㄤˋ　ㄕㄣˊ　ㄧˊ,
433,心悅誠服,誠心誠意地歸服,ㄒㄧㄣ　ㄩㄝˋ　ㄔㄥˊ　ㄈㄨˊ,
434,心服口服,形容非常服氣,ㄒㄧㄣ　ㄈㄨˊ　ㄎㄡˇ　ㄈㄨˊ,
435,興師問罪,前去宣布他人罪狀，並嚴加譴責,ㄒㄧㄥ　ㄕ　ㄨㄣˋ　ㄗㄨㄟˋ,
436,行屍走肉,比喻徒具形骸，毫無生氣，庸碌無為的人,ㄒㄧㄥˊ　ㄕ　ㄗㄡˇ　ㄖㄡˋ,
437,形影不離,關係親密，無時無處不在一起,ㄒㄧㄥˊ　ㄧㄥˇ　ㄅㄨˋ　ㄌㄧˊ,
438,學富五車,形容人書讀很多，學識廣博,ㄒㄩㄝˊ　ㄈㄨˋ　ㄨˇ　ㄐㄩ,
439,學無止境,指研究學問沒有終止的時候,ㄒㄩㄝˊ　ㄨˊ　ㄓˇ　ㄐㄧㄥˋ,
440,胸有成竹,比喻處事有定見,ㄒㄩㄥ　ㄧㄡˇ　ㄔㄥˊ　ㄓㄨˊ,
441,臭味相投,多用負面義，譏諷人興趣、性情相合,ㄒㄧㄡˋ　ㄨㄟˋ　ㄒㄧㄤ　ㄊㄡˊ,
442,知足常樂,為人知道滿足，心情自然能常保愉快,ㄓ　ㄗㄨˊ　ㄔㄤˊ　ㄌㄜˋ,
443,指日可待,比喻不久之後,ㄓˇ　ㄖˋ　ㄎㄜˇ　ㄉㄞˋ,
444,招兵買馬,比喻組織或擴充軍事力量,ㄓㄠ　ㄅㄧㄥ　ㄇㄞˇ　ㄇㄚˇ,
445,招財進寶,招來財氣，以發財致富,ㄓㄠ　ㄘㄞˊ　ㄐㄧㄣˋ　ㄅㄠˇ,
446,招搖撞騙,憑藉他人名聲，到處炫耀、詐騙,ㄓㄠ　ㄧㄠˊ　ㄓㄨㄤˋ　ㄆㄧㄢˋ,
447,沾沾自喜,形容自得自滿的樣子,ㄓㄢ　ㄓㄢ　ㄗˋ　ㄒㄧˇ,
448,貞風亮節,形容人的品格高尚，氣節堅貞,ㄓㄣ　ㄈㄥ　ㄌㄧㄤˋ　ㄐㄧㄝˊ,
449,忠言逆耳,誠懇正直的規勸往往刺耳，不易被人接受,ㄓㄨㄥ　ㄧㄢˊ　ㄋㄧˋ　ㄦˇ,
450,眾目睽睽,眾人都睜大眼睛注視著,ㄓㄨㄥˋ　ㄇㄨˋ　ㄎㄨㄟˊ　ㄎㄨㄟˊ,
451,朝令夕改,比喻政令、主張或意見反覆無常,ㄓㄠ　ㄌㄧㄥˋ　ㄒㄧˋ　ㄍㄞˇ,
452,重見天日,指幽藏的事重見，或比喻冤屈得到伸雪,ㄔㄨㄥˊ　ㄐㄧㄢˋ　ㄊㄧㄢ　ㄖˋ,
453,池魚之殃,比喻無辜卻受牽累而遭禍,ㄔˊ　ㄩˊ　ㄓ　ㄧㄤ,
454,差強人意,雖然不夠好，但大致還能讓人滿意,ㄔㄚ　ㄑㄧㄤˊ　ㄖㄣˊ　ㄧˋ,
455,趁火打劫,比喻乘人之危，從中取利,ㄔㄣˋ　ㄏㄨㄛˇ　ㄉㄚˇ　ㄐㄧㄝˊ,
456,長篇大論,極長的文章或滔滔不絕的言論,ㄔㄤˊ　ㄆㄧㄢ　ㄉㄚˋ　ㄌㄨㄣˋ,
457,成群結隊,眾多人物聚在一起,ㄔㄥˊ　ㄑㄩㄣˊ　ㄐㄧㄝˊ　ㄉㄨㄟˋ,
458,出類拔萃,形容才能特出，超越眾人,ㄔㄨ　ㄌㄟˋ　ㄅㄚˊ　ㄘㄨㄟˋ,
459,處心積慮,千方百慮，蓄意已久,ㄔㄨˇ　ㄒㄧㄣ　ㄐㄧ　ㄌㄩˋ,
460,吹毛求疵,比喻刻意挑剔過失或缺點,ㄔㄨㄟ　ㄇㄠˊ　ㄑㄧㄡˊ　ㄘ,
461,失魂落魄,形容人極度驚慌或精神恍惚,ㄕ　ㄏㄨㄣˊ　ㄌㄨㄛˋ　ㄆㄛˋ,
462,石破天驚,形容事物或言論新奇驚人,ㄕˊ　ㄆㄛˋ　ㄊㄧㄢ　ㄐㄧㄥ,
463,拾金不昧,揀到別人遺失的錢財不據為己有,ㄕˊ　ㄐㄧㄣ　ㄅㄨˋ　ㄇㄟˋ,
464,事與願違,事實和願望相違背,ㄕˋ　ㄩˇ　ㄩㄢˋ　ㄨㄟˊ,
465,視而不見,雖看到，但因心不在焉，像沒有看到一樣,ㄕˋ　ㄦˊ　ㄅㄨˋ　ㄐㄧㄢˋ,
466,適得其反,結果與原先的期望恰好相反,ㄕˋ　ㄉㄜˊ　ㄑㄧˊ　ㄈㄢˇ,
467,適可而止,指事情做到恰到好處就該停止,ㄕˋ　ㄎㄜˇ　ㄦˊ　ㄓˇ,
468,守望相助,相互幫助，共同守衛、瞭望,ㄕㄡˇ　ㄨㄤˋ　ㄒㄧㄤ　ㄓㄨˋ,
469,深明大義,能識大體，顧全大局,ㄕㄣ　ㄇㄧㄥˊ　ㄉㄚˋ　ㄧˋ,
470,深居簡出,指人平日待在家裡，很少外出,ㄕㄣ　ㄐㄩ　ㄐㄧㄢˇ　ㄔㄨ,
471,神色自若,神色從容自然，很鎮定的樣子,ㄕㄣˊ　ㄙㄜˋ　ㄗˋ　ㄖㄨㄛˋ,
472,賞罰分明,依功行賞，論罪責罰，處理得清清楚楚,ㄕㄤˇ　ㄈㄚˊ　ㄈㄣ　ㄇㄧㄥˊ,
473,賞心悅目,情景美好，使心目都感到快樂舒暢,ㄕㄤˇ　ㄒㄧㄣ　ㄩㄝˋ　ㄇㄨˋ,
474,聲名狼籍,引申來比喻名聲非常惡劣,ㄕㄥ　ㄇㄧㄥˊ　ㄌㄤˊ　ㄐㄧˊ,
475,束手無策,比喻面對問題時，毫無解決的辦法,ㄕㄨˋ　ㄕㄡˇ　ㄨˊ　ㄘㄜˋ,
476,數典忘祖,比喻人忘本,ㄕㄨˇ　ㄉㄧㄢˇ　ㄨㄤˋ　ㄗㄨˇ,
477,水泄不通,形容擁擠不堪,ㄕㄨㄟˇ　ㄒㄧㄝˋ　ㄅㄨˋ　ㄊㄨㄥ,
478,順手牽羊,比喻乘機順便取走他人財物,ㄕㄨㄣˋ　ㄕㄡˇ　ㄑㄧㄢ　ㄧㄤˊ,
479,順水推舟,比喻順應情勢行事,ㄕㄨㄣˋ　ㄕㄨㄟˇ　ㄊㄨㄟ　ㄓㄡ,
480,順水人情,不費氣力的人情,ㄕㄨㄣˋ　ㄕㄨㄟˇ　ㄖㄣˊ　ㄑㄧㄥˊ,
481,日薄西山,比喻事物接近衰亡,ㄖˋ　ㄅㄛˊ　ㄒㄧ　ㄕㄢ,
482,仁至義盡,形容對他人盡最大的努力關懷照顧,ㄖㄣˊ　ㄓˋ　ㄧˋ　ㄐㄧㄣˋ,
483,忍辱負重,忍受屈辱怨謗而承擔重任,ㄖㄣˇ　ㄖㄨˋ　ㄈㄨˋ　ㄓㄨㄥˋ,
484,如臨大敵,戒備森嚴或將事情看得很嚴重,ㄖㄨˊ　ㄌㄧㄣˊ　ㄉㄚˋ　ㄉㄧˊ,
485,如膠似漆,比喻感情的堅固或親密,ㄖㄨˊ　ㄐㄧㄠ　ㄙˋ　ㄑㄧ,
486,如數家珍,比喻敘述事物明晰熟練,ㄖㄨˊ　ㄕㄨˇ　ㄐㄧㄚ　ㄓㄣ,
487,入不敷出,收入不夠支出,ㄖㄨˋ　ㄅㄨˋ　ㄈㄨ　ㄔㄨ,
488,入境隨俗,到一個地方就順隨當地的風俗習慣行事,ㄖㄨˋ　ㄐㄧㄥˋ　ㄙㄨㄟˊ　ㄙㄨˊ,
489,雜亂無章,雜亂而沒有條理,ㄗㄚˊ　ㄌㄨㄢˋ　ㄨˊ　ㄓㄤ,
490,嘖嘖稱奇,咂嘴作聲，表示驚奇、讚嘆,ㄗㄜˊ　ㄗㄜˊ　ㄔㄥ　ㄑㄧˊ,
491,走馬看花,粗略、匆促地觀看，不能深入了解事務,ㄗㄡˇ　ㄇㄚˇ　ㄎㄢˋ　ㄏㄨㄚ,
492,作繭自縛,比喻人做某事，反而使自己陷入困境,ㄗㄨㄛˋ　ㄐㄧㄢˇ　ㄗˋ　ㄈㄨˊ,
493,字正腔圓,形容說話時咬字清晰，發音正確,ㄗˋ　ㄓㄥˋ　ㄑㄧㄤ　ㄩㄢˊ,
494,此起彼落,形容連續不斷,ㄘˇ　ㄑㄧˇ　ㄅㄧˇ　ㄌㄨㄛˋ,
495,錯綜複雜,交錯綜合在一起，形容情況複雜,ㄘㄨㄛˋ　ㄗㄨㄥˋ　ㄈㄨˋ　ㄗㄚˊ,
496,色厲內荏,形容人外表嚴厲，而內心怯懦,ㄙㄜˋ　ㄌㄧˋ　ㄋㄟˋ　ㄖㄣˇ,
497,三姑六婆,比喻愛搬弄是非的婦女,ㄙㄢ　ㄍㄨ　ㄌㄧㄡˋ　ㄆㄛˊ,
498,三心二意,形容猶豫不決、意志不堅,ㄙㄢ　ㄒㄧㄣ　ㄦˋ　ㄧˋ,
499,隨心所欲,完全順隨自己的心意去做事,ㄙㄨㄟˊ　ㄒㄧㄣ　ㄙㄨㄛˇ　ㄩˋ,
500,一表人才,形容人相貌俊秀，儀態翩翩,ㄧ　ㄅㄧㄠˇ　ㄖㄣˊ　ㄘㄞˊ,
501,一馬當先,趕在眾人之前，領先前進,ㄧ　ㄇㄚˇ　ㄉㄤ　ㄒㄧㄢ,
502,一鳴驚人,平時默默無聞，後有驚人的表現,ㄧˋ　ㄇㄧㄥˊ　ㄐㄧㄥ　ㄖㄣˊ,
503,一飛沖天,比喻才華一經施展，即有非凡表現,ㄧ　ㄈㄟ　ㄔㄨㄥ　ㄊㄧㄢ,
504,一廂情願,完全出自單方面主觀意願，不管對方意願,ㄧ　ㄒㄧㄤ　ㄑㄧㄥˊ　ㄩㄢˋ,
505,一唱一和,比喻互相幫腔、附和,ㄧ　ㄔㄤˋ　ㄧ　ㄏㄜˋ,
506,一葉知秋,由細微的徵兆，推知事物的演變和趨勢,ㄧˊ　ㄧㄝˋ　ㄓ　ㄑㄧㄡ,
507,衣錦還鄉,形容人功成名就後榮歸故鄉,ㄧˋ　ㄐㄧㄣˇ　ㄏㄨㄢˊ　ㄒㄧㄤ,
508,依依不捨,非常留戀，捨不得分離,ㄧ　ㄧ　ㄅㄨˋ　ㄕㄜˇ,
509,以桃代李,比喻以此代彼或代人受過,ㄧˇ　ㄊㄠˊ　ㄉㄞˋ　ㄌㄧˇ,
510,以鄰為壑,比喻將困難和災禍推到別人身上,ㄧˇ　ㄌㄧㄣˊ　ㄨㄟˊ　ㄏㄨㄛˋ,
511,以管窺天,比喻見識片面而狹窄,ㄧˇ　ㄍㄨㄢˇ　ㄎㄨㄟ　ㄊㄧㄢ,
512,以訛傳訛,指將不正確的訊息繼續傳播下去,ㄧˇ　ㄜˊ　ㄔㄨㄢˊ　ㄜˊ,
513,倚老賣老,自以為年紀大，閱歷豐富，而看不起別人,ㄧˇ　ㄌㄠˇ　ㄇㄞˋ　ㄌㄠˇ,
514,意氣風發,形容精神振奮，志氣昂揚的樣子,ㄧˋ　ㄑㄧˋ　ㄈㄥ　ㄈㄚ,
515,夜闌人靜,深夜人聲寂靜,ㄧㄝˋ　ㄌㄢˊ　ㄖㄣˊ　ㄐㄧㄥˋ,
516,油然而生,自然而然的產生,ㄧㄡˊ　ㄖㄢˊ　ㄦˊ　ㄕㄥ,
517,有條不紊,指條理分明，有次序而不雜亂,ㄧㄡˇ　ㄊㄧㄠˊ　ㄅㄨˊ　ㄨㄣˋ,
518,有教無類,指施教的對象，沒有貴賤貧富的分別,ㄧㄡˇ　ㄐㄧㄠˋ　ㄨˊ　ㄌㄟˋ,
519,有始有終,比喻做事能貫徹到底,ㄧㄡˇ　ㄕˇ　ㄧㄡˇ　ㄓㄨㄥ,
520,有聲有色,比喻事物的豐富多采,ㄧㄡˇ　ㄕㄥ　ㄧㄡˇ　ㄙㄜˋ,
521,言不由衷,泛指心口不一，虛應敷衍,ㄧㄢˊ　ㄅㄨˋ　ㄧㄡˊ　ㄓㄨㄥ,
522,言多必失,話說多了，必定有出錯的時候,ㄧㄢˊ　ㄉㄨㄛ　ㄅㄧˋ　ㄕ,
523,眼明手快,眼光銳利，動作敏捷,ㄧㄢˇ　ㄇㄧㄥˊ　ㄕㄡˇ　ㄎㄨㄞˋ,
524,眼花撩亂,形容眼睛昏花，心緒迷亂,ㄧㄢˇ　ㄏㄨㄚ　ㄌㄧㄠˊ　ㄌㄨㄢˋ,
525,因材施教,依受教者不同的資材，給予不同的教導,ㄧㄣ　ㄘㄞˊ　ㄕ　ㄐㄧㄠˋ,
526,隱惡揚善,隱藏他人的惡行，宣揚他人的善行,ㄧㄣˇ　ㄜˋ　ㄧㄤˊ　ㄕㄢˋ,
527,迎刃而解,比喻事情很容易處理,ㄧㄥˊ　ㄖㄣˋ　ㄦˊ　ㄐㄧㄝˇ,
528,吳牛喘月,人見到曾受其害類似事物，而過分害怕,ㄨˊ　ㄋㄧㄡˊ　ㄔㄨㄢˇ　ㄩㄝˋ,
529,無孔不入,譏諷人善於鑽營,ㄨˊ　ㄎㄨㄥˇ　ㄅㄨˊ　ㄖㄨˋ,
530,無拘無束,自由而不受約束,ㄨˊ　ㄐㄩ　ㄨˊ　ㄕㄨˋ,
531,無所適從,比喻不知怎麼辦才好,ㄨˊ　ㄙㄨㄛˇ　ㄕˋ　ㄘㄨㄥˊ,
532,無與倫比,比喻沒有能比得上的,ㄨˊ　ㄩˇ　ㄌㄨㄣˊ　ㄅㄧˇ,
533,五彩繽紛,形容色彩鮮豔絢麗,ㄨˇ　ㄘㄞˇ　ㄅㄧㄣ　ㄈㄣ,
534,物換星移,比喻景物的變遷，世事的更替,ㄨˋ　ㄏㄨㄢˋ　ㄒㄧㄥ　ㄧˊ,
535,物以類聚,比喻壞人互相勾結,ㄨˋ　ㄧˇ　ㄌㄟˋ　ㄐㄩˋ,
536,萬夫莫敵,比喻地勢險要，易守難攻,ㄨㄢˋ　ㄈㄨ　ㄇㄛˋ　ㄉㄧˊ,
537,文情並茂,形容文章辭藻、情致俱佳,ㄨㄣˊ　ㄑㄧㄥˊ　ㄅㄧㄥˋ　ㄇㄠˋ,
538,亡命之徒,比喻不顧性命作奸犯科的人,ㄨㄤˊ　ㄇㄧㄥˋ　ㄓ　ㄊㄨˊ,
539,忘恩負義,受人恩惠不知報答，卻做出危害恩人的事,ㄨㄤˋ　ㄣ　ㄈㄨˋ　ㄧˋ,
540,望梅止渴,比喻以空想來安慰自己,ㄨㄤˋ　ㄇㄟˊ　ㄓˇ　ㄎㄜˇ,
541,望洋興歎,比喻因能力不足而自嘆不如或無可奈何,ㄨㄤˋ　ㄧㄤˊ　ㄒㄧㄥ　ㄊㄢˋ,
542,漁翁得利,比喻雙方爭持不下，而使第三者獲利,ㄩˊ　ㄨㄥ　ㄉㄜˊ　ㄌㄧˋ,
543,餘音繞梁,用來形容話語之意味深長,ㄩˊ　ㄧㄣ　ㄖㄠˋ　ㄌㄧㄤˊ,
544,雨過天晴,比喻經過黑暗或動亂之後轉為光明平靜,ㄩˇ　ㄍㄨㄛˋ　ㄊㄧㄢ　ㄑㄧㄥˊ,
545,與眾不同,獨具風格，不與常人相同,ㄩˇ　ㄓㄨㄥˋ　ㄅㄨˋ　ㄊㄨㄥˊ,
546,語無倫次,說話顛三倒四，毫無條理,ㄩˇ　ㄨˊ　ㄌㄨㄣˊ　ㄘˋ,
547,欲罷不能,想要停止卻做不到,ㄩˋ　ㄅㄚˋ　ㄅㄨˋ　ㄋㄥˊ,
548,遇人不淑,女子誤嫁了不好的丈夫,ㄩˋ　ㄖㄣˊ　ㄅㄨˋ　ㄕㄨˊ,
549,原封不動,比喻保持原狀，沒有更動,ㄩㄢˊ　ㄈㄥ　ㄅㄨˋ　ㄉㄨㄥˋ,
550,源源不絕,形容連續不斷,ㄩㄢˊ　ㄩㄢˊ　ㄅㄨˋ　ㄐㄩㄝˊ,
551,緣木求魚,比喻用錯方法，徒勞無功,ㄩㄢˊ　ㄇㄨˋ　ㄑㄧㄡˊ　ㄩˊ,
552,怨天尤人,面對不如意時，歸咎環境，而不知檢討,ㄩㄢˋ　ㄊㄧㄢ　ㄧㄡˊ　ㄖㄣˊ,
553,雲淡風輕,形容天色晴朗美好,ㄩㄣˊ　ㄉㄢˋ　ㄈㄥ　ㄑㄧㄥ,
554,庸人自擾,庸碌的人無端自尋煩惱,ㄩㄥ　ㄖㄣˊ　ㄗˋ　ㄖㄠˇ,
555,永垂不朽,永遠流傳而不可磨滅,ㄩㄥˇ　ㄔㄨㄟˊ　ㄅㄨˋ　ㄒㄧㄡˇ,
556,愛不釋手,喜歡得捨不得放手,ㄞˋ　ㄅㄨˋ　ㄕˋ　ㄕㄡˇ,
557,安步當車,形容態度悠閒從容,ㄢ　ㄅㄨˋ　ㄉㄤ　ㄐㄩ,
558,按部就班,做事依照一定的層次、步驟進行,ㄢˋ　ㄅㄨˋ　ㄐㄧㄡˋ　ㄅㄢ,
559,暗箭傷人,比喻暗中用陰險的手段傷害人,ㄢˋ　ㄐㄧㄢˋ　ㄕㄤ　ㄖㄣˊ,
560,耳目一新,所見所聞有一種新奇、清新的感覺,ㄦˇ　ㄇㄨˋ　ㄧˋ　ㄒㄧㄣ,
561,耳聰目明,腦筋靈敏，聽覺既好，視力也強,ㄦˇ　ㄘㄨㄥ　ㄇㄨˋ　ㄇㄧㄥˊ,
562,巴蛇吞象,比喻人心貪婪無度,ㄅㄚ　ㄕㄜˊ　ㄊㄨㄣ　ㄒㄧㄤˋ,
563,拔苗助長,為求速成而不按事物漸進，無益反而有害,ㄅㄚˊ　ㄇㄧㄠˊ　ㄓㄨˋ　ㄓㄤˇ,
564,白圭之玷,比喻完美的人、事、物上的一點小缺失,ㄅㄞˊ　ㄍㄨㄟ　ㄓ　ㄉㄧㄢˋ,
565,背信棄義,不守信用和道義,ㄅㄟˋ　ㄒㄧㄣˋ　ㄑㄧˋ　ㄧˋ,
566,悲悲切切,悲痛的樣子,ㄅㄟ　ㄅㄟ　ㄑㄧㄝˋ　ㄑㄧㄝˋ,
567,包羅萬象,形容內容豐富，應有盡有,ㄅㄠ　ㄌㄨㄛˊ　ㄨㄢˋ　ㄒㄧㄤˋ,
568,包藏禍心,懷藏詭計，圖謀害人,ㄅㄠ　ㄘㄤˊ　ㄏㄨㄛˋ　ㄒㄧㄣ,
569,暴跳如雷,形容脾氣暴躁,ㄅㄠˋ　ㄊㄧㄠˋ　ㄖㄨˊ　ㄌㄟˊ,
570,暴虎馮河,比喻人做事有勇而無謀,ㄅㄠˋ　ㄏㄨˇ　ㄆㄧㄥˊ　ㄏㄜˊ,
